Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Brazil,General government primary net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2016 Notes: General Government (GG) data refers to the non-financial public sector, which includes the federal, state and local governments as well as public enterprises (excluding Petrobras and Eletrobras), and is consolidated with the Sovereign Wealth Fund (SWF). R Fiscal assumptions: Fiscal projections for the end of -2017 take into account budget performance through December 31st, 2016, and the deficit target approved in the budget law. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Total Revenue includes disposal of non financial assets, and Net Acquisition of Nonfinancial Assets does not net out these proceeds. Basis of recording: Cash Valuation of public debt: Nominal value Primary domestic currency: Brazilian real Data last updated: 03/2017",-114.011,-155.385,-158.537,-82.588,-17.226,57.858,101.223,153.71,2016
Brazil,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,-1.9,-2.479,-2.342,-1.144,-0.223,0.699,1.141,1.618,2016
Brazil,General government net debt,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2016 Notes: General Government (GG) data refers to the non-financial public sector, which includes the federal, state and local governments as well as public enterprises (excluding Petrobras and Eletrobras), and is consolidated with the Sovereign Wealth Fund (SWF). R Fiscal assumptions: Fiscal projections for the end of -2017 take into account budget performance through December 31st, 2016, and the deficit target approved in the budget law. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Total Revenue includes disposal of non financial assets, and Net Acquisition of Nonfinancial Assets does not net out these proceeds. Basis of recording: Cash Valuation of public debt: Nominal value Primary domestic currency: Brazilian real Data last updated: 03/2017","2,136.89","2,892.91","3,489.40","3,859.07","4,175.59","4,563.14","5,116.75","5,637.38",2016
Brazil,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,35.611,46.162,51.539,53.439,54.016,55.132,57.69,59.33,2016
Brazil,General government gross debt,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2016 Notes: General Government (GG) data refers to the non-financial public sector, which includes the federal, state and local governments as well as public enterprises (excluding Petrobras and Eletrobras), and is consolidated with the Sovereign Wealth Fund (SWF). R Fiscal assumptions: Fiscal projections for the end of -2017 take into account budget performance through December 31st, 2016, and the deficit target approved in the budget law. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Total Revenue includes disposal of non financial assets, and Net Acquisition of Nonfinancial Assets does not net out these proceeds. Basis of recording: Cash Valuation of public debt: Nominal value Primary domestic currency: Brazilian real Data last updated: 03/2017","4,351.32","4,908.00","5,494.67","5,972.78","6,422.71","6,952.81","7,659.75","8,344.31",2016
Brazil,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,72.515,78.316,81.157,82.708,83.086,84.004,86.361,87.819,2016
Brazil,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2016 Notes: General Government (GG) data refers to the non-financial public sector, which includes the federal, state and local governments as well as public enterprises (excluding Petrobras and Eletrobras), and is consolidated with the Sovereign Wealth Fund (SWF). R Fiscal assumptions: Fiscal projections for the end of -2017 take into account budget performance through December 31st, 2016, and the deficit target approved in the budget law. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Total Revenue includes disposal of non financial assets, and Net Acquisition of Nonfinancial Assets does not net out these proceeds. Basis of recording: Cash Valuation of public debt: Nominal value Primary domestic currency: Brazilian real Data last updated: 03/2017","6,000.57","6,266.90","6,770.42","7,221.50","7,730.24","8,276.78","8,869.41","9,501.72",2016
Brazil,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2016 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6). The authorities have submitted BOP data on BPM6 basis for 2014 and for some aggregates for 2010-2013. The remaining data is sourced from STA's BPM6 database. Primary domestic currency: Brazilian real Data last updated: 03/2017",-58.882,-23.507,-28.442,-38.163,-45.006,-45.907,-48.12,-51.148,2016
Brazil,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.269,-1.307,-1.328,-1.705,-1.923,-1.876,-1.88,-1.911,2016
Brunei Darussalam,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. Department of Economic Planning and Development, Prime Minister's office. Latest actual data: 2015 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Brunei dollar Data last updated: 03/2017",18.595,18.006,17.78,17.896,19.547,21.361,23.776,25.032,2015
Brunei Darussalam,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.405,-3.169,-1.255,0.653,9.224,9.284,11.306,5.281,2015
Brunei Darussalam,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Department of Economic Planning and Development, Prime Minister's office. Latest actual data: 2015 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Brunei dollar Data last updated: 03/2017",17.778,15.45,17.76,18.237,19.439,20.825,23.102,24.666,2015
Brunei Darussalam,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.931,11.182,12.326,12.538,13.273,14.116,15.534,16.451,2015
Brunei Darussalam,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",95.607,85.807,99.889,101.905,99.447,97.488,97.166,98.537,2015
Brunei Darussalam,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","44,570.88","42,547.84","41,456.95","41,192.17","44,433.39","47,975.82","52,780.02","54,944.34",2015
Brunei Darussalam,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","42,612.67","36,508.96","41,410.88","41,976.95","44,187.73","46,770.89","51,284.16","54,140.50",2015
Brunei Darussalam,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","30,994.98","26,424.43","28,740.37","28,858.49","30,172.51","31,703.54","34,482.74","36,109.97",2015
Brunei Darussalam,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,
Brunei Darussalam,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).",33.165,32.536,32.838,33.792,37.719,42.052,47.754,51.322,2015
Brunei Darussalam,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","79,494.12","76,884.05","76,567.60","77,781.48","85,742.23","94,445.15","106,007.41","112,650.38",2015
Brunei Darussalam,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.029,0.027,0.026,0.025,0.027,0.028,0.03,0.031,2011
Brunei Darussalam,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.536,0.475,0.541,0.54,0.515,0.495,0.484,0.481,2015
Brunei Darussalam,Total investment,Percent of GDP,,"Source: National Statistics Office. Department of Economic Planning and Development, Prime Minister's office. Latest actual data: 2015 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Brunei dollar Data last updated: 03/2017",35.247,37.301,32.713,32.24,31.408,30.93,28.687,28.004,2015
Brunei Darussalam,Gross national savings,Percent of GDP,,,,,,,,,,,
Brunei Darussalam,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. Department of Economic Planning and Development, Prime Minister's office, downloaded via CEIC. Latest actual data: 2016. Latest observation Mar. 2016 Harmonized prices: No Frequency of source data: Monthly. Monthly data available from 2003 onward. Prior to 2003 data available on annual basis, therefore eop data equal to average data before 2003 Base year: 2010. January 2010=100 Primary domestic currency: Brunei dollar Data last updated: 03/2017",100.017,99.292,99.215,99.215,99.314,99.513,99.612,99.811,2016
Brunei Darussalam,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",-0.423,-0.725,-0.077,0,0.1,0.2,0.1,0.2,2016
Brunei Darussalam,"Inflation, end of period consumer prices",Index,,"Source: National Statistics Office. Department of Economic Planning and Development, Prime Minister's office, downloaded via CEIC. Latest actual data: 2016. Latest observation Mar. 2016 Harmonized prices: No Frequency of source data: Monthly. Monthly data available from 2003 onward. Prior to 2003 data available on annual basis, therefore eop data equal to average data before 2003 Base year: 2010. January 2010=100 Primary domestic currency: Brunei dollar Data last updated: 03/2017",100.7,99.1,99.194,99.492,99.691,99.99,100.19,100.39,2016
